3.00	4.25	2.13	1.13	4.25	1.88	1.25	3.50	1.38	3.00	4.50	2.00	5.00	4.60	3.20	5.00	1.33	1.60	4.67	4.80	3.00	5.00	1.33	2.00
2.63	5.00	2.25	2.75	6.00	1.88	2.00	5.75	3.00	2.00	5.75	2.25	4.67	4.80	3.20	4.80	2.00	2.20	5.00	4.40	4.60	5.00	1.67	2.00
3.63	4.88	3.00	1.13	4.88	1.38	1.63	5.13	1.38	2.38	2.50	2.38	5.00	5.00	5.00	5.00	1.67	1.00	4.00	4.00	4.40	3.60	1.67	2.40
3.63	2.88	2.13	1.75	5.75	2.13	1.63	4.38	1.75	3.13	5.00	1.38	5.00	4.60	5.00	5.00	1.33	1.40	5.00	4.60	5.00	5.00	1.00	1.00
2.75	4.38	2.50	1.75	5.25	1.38	1.75	4.50	1.25	2.50	4.75	2.25	4.33	4.60	4.00	5.00	1.67	1.20	4.00	4.00	3.40	4.00	1.33	2.00
3.00	3.75	1.75	2.63	5.75	2.13	3.00	5.25	3.00	3.25	3.63	1.75	4.67	4.60	4.00	5.00	1.67	2.00	5.00	4.40	4.80	5.00	1.00	1.00
1.63	4.63	1.25	3.13	4.00	3.38	3.25	2.88	2.75	1.13	4.13	1.13	5.00	5.00	5.00	5.00	2.67	1.00	3.67	3.00	3.00	4.00	2.67	3.00
3.63	4.75	2.50	2.63	5.38	1.50	2.25	4.63	2.00	4.25	4.63	1.50	4.00	4.00	4.00	4.00	2.00	1.80	4.00	4.20	3.00	4.60	1.33	2.20
2.00	4.13	2.13	3.63	5.63	2.50	3.50	5.88	2.88	3.50	4.38	3.25	4.33	4.20	2.60	5.00	1.33	3.20	4.67	4.20	3.60	4.60	1.33	2.20
1.88	4.25	1.25	1.75	4.25	1.75	1.75	4.88	2.25	1.88	4.63	1.50	4.67	5.00	2.20	4.80	2.00	1.40	4.33	4.40	3.60	4.60	1.67	1.40
3.88	4.88	2.50	3.00	4.88	1.50	2.00	3.50	1.25	3.25	5.75	2.13	5.00	5.00	5.00	5.00	1.33	1.00	5.00	5.00	3.80	5.00	1.67	1.40
4.00	5.50	2.63	1.75	5.00	1.13	1.88	2.38	1.25	4.25	3.38	2.38	5.00	4.60	5.00	5.00	1.00	1.00	4.00	4.20	4.00	3.40	3.00	2.00
1.00	5.38	1.50	1.50	5.38	2.88	1.00	5.75	1.75	1.00	5.13	1.38	4.67	5.00	4.00	5.00	1.00	2.20	5.00	5.00	4.80	5.00	1.00	1.00
1.00	4.25	1.25	1.88	3.50	2.50	1.63	3.25	2.63	1.38	2.88	1.63	5.00	4.80	3.20	4.60	1.33	1.60	5.00	5.00	3.20	4.60	1.00	1.20
2.75	4.88	2.75	1.50	3.75	2.00	1.63	2.13	1.63	2.63	4.88	3.13	5.00	4.80	5.00	4.80	1.00	1.00	4.33	4.40	3.40	4.60	3.67	2.40
1.88	4.63	1.13	1.38	3.88	1.50	1.25	3.38	1.75	2.13	4.25	1.13	4.00	4.60	4.20	5.00	1.00	1.20	5.00	4.60	4.20	5.00	1.00	1.20
1.25	4.50	1.25	1.38	6.13	2.63	1.00	5.00	2.25	1.00	4.25	1.63	5.00	5.00	5.00	5.00	1.00	1.60	4.67	3.80	5.00	5.00	1.00	2.00
1.25	5.13	1.63	1.63	4.13	1.63	1.50	4.38	2.13	1.38	4.88	1.25	4.00	4.20	4.20	5.00	1.00	1.20	4.67	4.40	4.40	4.80	1.67	2.20
4.00	4.63	1.50	3.25	6.00	2.25	3.25	5.38	2.13	3.50	3.88	1.63	4.33	4.00	4.00	4.00	1.33	1.20	4.33	4.20	4.80	4.60	1.33	2.00
1.75	4.00	1.25	1.25	4.00	1.00	1.00	2.75	1.25	1.88	4.13	1.50	4.67	4.00	3.20	5.00	1.00	2.40	4.67	5.00	4.40	5.00	1.67	1.20
2.38	3.50	1.88	2.25	4.50	1.75	2.63	4.50	1.75	4.25	3.63	2.13	4.67	3.80	4.00	4.00	1.00	1.20	4.33	4.20	3.60	4.20	2.00	1.80
1.50	4.38	1.88	1.00	4.00	2.75	1.00	5.13	1.88	1.88	4.25	1.38	4.67	5.00	2.80	5.00	1.00	1.00	4.67	4.20	4.00	5.00	1.00	1.20
1.88	4.25	1.50	1.13	4.63	1.50	1.63	4.00	1.63	1.38	4.50	1.50	4.00	4.40	4.60	5.00	1.00	1.40	4.33	4.80	4.00	5.00	1.00	1.40
1.75	3.75	1.75	1.38	3.13	1.25	1.25	3.75	1.38	1.13	3.38	1.88	4.00	4.80	5.00	5.00	1.00	1.00	5.00	5.00	4.00	5.00	1.00	1.00
4.00	2.38	2.63	2.25	1.50	2.25	2.63	2.13	2.38	3.75	2.88	1.88	4.67	4.20	4.20	5.00	1.00	1.20	4.00	4.20	4.40	4.60	1.67	1.80
2.88	5.63	2.13	1.50	4.38	1.38	1.63	4.63	2.00	2.50	5.38	2.88	5.00	4.40	5.00	5.00	1.00	1.80	4.33	5.00	4.80	5.00	1.67	1.20
1.13	3.63	1.25	1.38	5.63	1.38	1.00	5.13	1.50	1.00	3.38	1.13	4.00	4.80	4.80	4.60	2.00	1.40	5.00	4.80	5.00	5.00	1.00	1.20
1.75	4.50	2.38	1.25	2.63	1.13	1.63	3.13	1.13	1.63	3.63	2.63	5.00	4.60	4.40	5.00	1.00	1.20	4.67	5.00	3.80	5.00	1.00	1.60
2.25	4.88	1.88	2.63	4.50	1.88	2.38	4.13	1.75	2.00	4.75	1.25	4.00	4.20	4.60	4.80	1.67	1.60	5.00	5.00	4.00	5.00	1.00	1.60
1.13	5.50	1.88	1.63	4.88	1.38	1.25	4.00	1.75	1.88	5.13	1.63	4.00	3.80	4.80	4.40	1.00	1.60	4.00	3.80	3.60	5.00	1.33	1.20
1.75	4.63	1.50	2.13	4.88	1.38	2.75	4.50	1.50	1.75	3.88	2.38	5.00	4.80	4.40	5.00	1.00	1.80	5.00	5.00	3.60	5.00	1.00	1.00
1.63	4.38	2.13	1.75	4.25	2.88	2.63	4.75	2.50	1.25	2.25	1.50	4.00	3.60	3.60	5.00	1.67	1.00	5.00	4.60	5.00	5.00	1.00	1.20
2.13	4.63	2.50	1.88	5.00	2.88	2.63	4.00	2.00	3.38	4.25	2.38	4.00	3.20	4.60	5.00	1.33	1.40	5.00	5.00	5.00	5.00	1.00	1.00
2.25	3.25	1.38	2.88	4.25	2.38	3.25	4.50	1.63	1.63	3.00	1.00	4.33	5.00	4.40	5.00	1.00	1.00	5.00	4.80	3.80	5.00	1.33	1.60
2.00	5.25	1.50	1.75	3.00	1.88	1.75	2.75	1.75	2.50	5.38	1.75	5.00	5.00	5.00	5.00	1.00	1.00	5.00	4.80	4.80	5.00	1.67	1.20
1.63	4.88	1.50	1.75	4.38	2.50	1.75	3.88	2.00	1.63	4.88	1.00	4.33	5.00	4.40	5.00	1.33	1.00	4.33	4.20	4.60	5.00	1.00	1.40
1.50	6.00	1.75	1.50	4.00	1.38	1.50	4.13	1.13	1.63	5.75	1.88	4.00	4.00	4.00	4.80	1.00	2.00	4.33	4.80	4.60	5.00	1.00	1.00
1.00	3.75	1.50	1.75	2.63	2.25	1.25	2.63	1.50	1.63	3.25	1.75	4.33	5.00	2.80	5.00	1.00	1.00	4.00	4.40	2.20	5.00	1.00	1.40
3.25	5.13	1.75	1.50	6.00	2.13	1.13	6.50	1.38	2.38	5.00	2.13	5.00	4.40	4.80	5.00	1.33	1.00	4.33	4.60	4.60	5.00	4.00	3.20
3.00	3.38	1.50	1.50	5.00	1.88	1.25	4.75	2.00	1.38	2.25	1.50	4.67	4.40	4.40	5.00	1.00	1.00	5.00	3.40	4.40	5.00	1.00	1.60
1.50	3.88	2.50	1.25	4.50	2.88	1.75	4.00	1.88	1.88	4.63	2.50	4.67	4.20	4.00	5.00	1.00	1.40	5.00	5.00	5.00	5.00	1.00	1.00
2.25	5.25	1.25	3.13	6.00	1.50	2.50	5.63	1.75	3.25	2.75	2.13	4.33	4.00	3.80	5.00	1.33	2.60	4.00	4.00	3.40	4.00	2.00	2.80
1.75	1.38	1.13	2.13	3.63	1.00	2.38	3.63	1.13	2.00	1.25	1.38	5.00	5.00	5.00	5.00	1.00	1.00	4.33	4.00	2.20	4.40	1.00	2.60
1.63	4.38	1.88	1.25	2.75	1.38	1.13	2.38	1.50	2.75	4.25	2.25	3.33	2.80	3.40	5.00	1.00	1.80	4.67	4.80	3.40	5.00	1.67	1.20
1.50	3.63	1.50	1.25	4.50	1.13	1.75	5.25	1.25	2.50	4.75	2.00	5.00	4.20	5.00	5.00	1.00	1.60	5.00	5.00	5.00	5.00	1.00	1.00
3.50	5.13	2.75	1.63	4.75	1.50	1.25	4.25	1.63	2.50	4.13	2.50	4.00	4.80	4.20	5.00	1.00	1.40	5.00	5.00	4.20	5.00	1.67	1.20
3.00	4.75	2.75	2.63	5.88	1.63	2.25	5.50	1.88	3.00	4.38	1.88	4.00	5.00	5.00	5.00	1.67	1.00	3.67	4.00	3.20	4.00	2.00	2.80
2.63	3.50	1.50	2.13	5.13	3.25	2.88	4.50	2.63	2.50	3.13	1.50	4.00	4.00	3.00	4.00	1.00	1.60	4.67	4.80	4.20	5.00	1.00	2.20
3.38	4.88	3.13	3.38	4.00	3.63	2.63	3.63	2.00	3.00	3.75	2.13	4.00	3.80	2.80	3.80	1.67	3.00	4.00	4.60	2.40	4.40	1.33	1.60
2.63	5.50	2.50	2.75	6.75	3.13	1.75	5.75	2.63	1.88	4.88	2.00	4.00	4.80	3.00	5.00	1.00	1.00	4.67	4.40	3.60	5.00	1.00	1.80
1.88	4.13	2.13	1.75	1.13	1.25	2.38	1.75	1.63	3.63	3.50	1.63	5.00	5.00	5.00	4.20	1.00	1.20	5.00	5.00	4.40	4.80	1.67	1.40
1.63	3.88	2.50	2.13	3.88	2.50	2.88	3.13	2.63	1.00	2.63	2.50	5.00	5.00	5.00	5.00	1.33	1.00	5.00	4.20	4.00	5.00	1.00	1.20
2.00	4.00	1.63	2.13	2.00	1.25	1.75	2.50	1.50	1.50	2.63	1.25	4.33	4.60	2.80	5.00	1.00	1.00	5.00	5.00	3.20	5.00	1.67	1.00
2.75	3.00	1.75	1.63	4.25	1.13	1.00	3.50	1.00	3.00	4.00	1.50	4.00	4.20	3.20	5.00	1.00	1.00	4.00	4.00	3.80	4.80	1.33	3.00
1.00	2.63	1.00	2.38	2.75	2.00	1.75	3.75	1.50	1.00	3.88	1.00	4.67	5.00	4.40	4.80	1.00	1.00	4.33	5.00	3.80	4.80	1.00	1.00
4.00	3.63	1.75	2.75	4.13	2.13	2.75	4.00	1.38	4.13	4.00	1.25	4.33	3.60	4.60	4.80	1.33	1.80	4.67	5.00	4.60	3.60	2.00	2.20
1.00	5.00	1.00	1.00	5.13	2.25	1.25	4.50	2.25	1.25	4.50	1.00	4.00	4.20	3.00	4.20	1.00	2.00	5.00	4.80	4.60	5.00	1.00	2.80
3.63	3.25	1.38	2.38	2.75	1.38	1.63	3.00	1.88	3.13	3.13	1.25	4.00	4.40	3.20	5.00	1.00	1.20	4.33	4.80	2.60	5.00	1.00	1.00
2.25	4.00	1.88	1.63	4.38	2.13	1.88	4.75	2.13	1.63	3.63	1.88	3.33	3.40	1.20	4.40	1.00	2.00	4.00	3.80	1.60	3.40	1.33	2.60
