day,time_window,context,scs_pos_1,scs_neg_2,scs_pos_3,scs_neg_4,scs_neg_5,scs_pos_6,scs_pos_7,scs_neg_8,neg_aff,neg_aff_Moment,neg_aff_Day,neg_aff_Person,context_Moment,context_Day,context_Person,user_id
5,1,0,2,-2,1,-2,-3,2,2,1,-5,1,-2.41,-1.33,-0.75,0.44,-0.07,ctctIyzmC8
5,3,2,2,-3,1,-2,-3,2,3,1,-7,-1,-2.41,-1.33,1.25,0.44,-0.07,ctctIyzmC8
5,4,0,2,-3,1,-1,-3,2,3,1,-5,1,-2.41,-1.33,-0.75,0.44,-0.07,ctctIyzmC8
5,5,1,2,-3,2,-2,-3,3,3,2,-7,-1,-2.41,-1.33,0.25,0.44,-0.07,ctctIyzmC8
6,1,0,2,-2,1,-2,-3,2,2,1,-6,0.25,-2.66,-1.33,-0.25,-0.06,-0.07,ctctIyzmC8
6,2,1,2,-3,2,-2,-3,2,3,1,-7,-0.75,-2.66,-1.33,0.75,-0.06,-0.07,ctctIyzmC8
6,3,0,1,-3,1,-1,-3,2,2,1,-6,0.25,-2.66,-1.33,-0.25,-0.06,-0.07,ctctIyzmC8
6,5,0,2,-3,1,-2,-3,2,2,1,-6,0.25,-2.66,-1.33,-0.25,-0.06,-0.07,ctctIyzmC8
7,1,0,-2,-1,-2,2,1,1,-1,-1,2,0,5.59,-1.33,0,-0.31,-0.07,ctctIyzmC8
8,2,0,1,-3,1,-1,-3,1,1,-1,-5,0,-1.41,-1.33,-0.5,0.19,-0.07,ctctIyzmC8
8,3,1,1,-3,1,-1,-2,2,2,1,-5,0,-1.41,-1.33,0.5,0.19,-0.07,ctctIyzmC8
1,1,-1,2,-2,1,1,-2,2,-1,1,-1,0.8,-0.47,0.93,-0.8,-0.31,-0.27,5FvosO2lZN
1,2,1,1,-2,2,-1,-3,1,1,1,-4,-2.2,-0.47,0.93,1.2,-0.31,-0.27,5FvosO2lZN
1,3,-2,2,-2,2,-2,-2,1,2,2,-4,-2.2,-0.47,0.93,-1.8,-0.31,-0.27,5FvosO2lZN
1,4,1,1,-2,1,1,-1,1,1,1,-1,0.8,-0.47,0.93,1.2,-0.31,-0.27,5FvosO2lZN
1,5,0,-1,-2,2,-1,-2,1,-1,1,1,2.8,-0.47,0.93,0.2,-0.31,-0.27,5FvosO2lZN
2,1,2,2,-3,1,1,-2,1,1,1,-4,-5.2,2.53,0.93,2,-0.11,-0.27,5FvosO2lZN
2,2,-1,-1,-1,1,1,1,-1,-2,2,4,2.8,2.53,0.93,-1,-0.11,-0.27,5FvosO2lZN
2,3,0,-1,-2,-1,1,-1,-1,1,1,-2,-3.2,2.53,0.93,0,-0.11,-0.27,5FvosO2lZN
2,4,0,-1,-1,1,1,-1,1,-1,1,0,-1.2,2.53,0.93,0,-0.11,-0.27,5FvosO2lZN
2,5,-1,-2,2,1,3,2,-2,-2,3,8,6.8,2.53,0.93,-1,-0.11,-0.27,5FvosO2lZN
3,1,0,-2,-1,1,1,1,1,-1,1,1,3.4,-1.07,0.93,-0.8,0.69,-0.27,5FvosO2lZN
3,2,1,1,-2,1,1,-2,1,2,1,-3,-0.6,-1.07,0.93,0.2,0.69,-0.27,5FvosO2lZN
3,3,1,1,-2,1,1,-1,1,-1,1,-2,0.4,-1.07,0.93,0.2,0.69,-0.27,5FvosO2lZN
3,4,1,1,-2,1,1,-2,1,1,1,-5,-2.6,-1.07,0.93,0.2,0.69,-0.27,5FvosO2lZN
3,5,1,1,-1,2,1,-1,1,1,1,-3,-0.6,-1.07,0.93,0.2,0.69,-0.27,5FvosO2lZN
4,1,-1,1,1,1,1,1,-1,-1,2,2,5,-1.67,0.93,-1.4,0.29,-0.27,5FvosO2lZN
4,2,0,-1,-1,1,1,-1,-1,1,1,-3,0,-1.67,0.93,-0.4,0.29,-0.27,5FvosO2lZN
4,3,1,-1,-2,1,1,1,1,-1,1,-2,1,-1.67,0.93,0.6,0.29,-0.27,5FvosO2lZN
4,4,1,1,-1,1,-1,-1,1,1,1,-7,-4,-1.67,0.93,0.6,0.29,-0.27,5FvosO2lZN
4,5,1,1,-2,1,1,-1,1,-1,1,-5,-2,-1.67,0.93,0.6,0.29,-0.27,5FvosO2lZN
5,1,1,-1,-2,1,1,1,1,-1,1,2,4.8,-1.47,0.93,0,0.89,-0.27,5FvosO2lZN
5,2,2,-1,-1,1,1,-1,1,-1,1,-5,-2.2,-1.47,0.93,1,0.89,-0.27,5FvosO2lZN
5,3,2,1,-2,1,1,-2,1,1,1,-5,-2.2,-1.47,0.93,1,0.89,-0.27,5FvosO2lZN
5,4,0,1,-1,1,1,-1,1,1,1,-5,-2.2,-1.47,0.93,-1,0.89,-0.27,5FvosO2lZN
5,5,0,-1,-1,1,1,1,1,-1,1,-1,1.8,-1.47,0.93,-1,0.89,-0.27,5FvosO2lZN
6,1,1,1,-2,2,1,-2,1,1,1,-4,-1.75,-0.92,0.93,1.5,-0.61,-0.27,5FvosO2lZN
6,2,0,2,-1,1,1,-2,1,1,1,-5,-2.75,-0.92,0.93,0.5,-0.61,-0.27,5FvosO2lZN
6,4,-1,-1,-2,1,1,-1,1,1,1,-1,1.25,-0.92,0.93,-0.5,-0.61,-0.27,5FvosO2lZN
6,5,-2,-1,-2,1,1,1,1,-1,1,1,3.25,-0.92,0.93,-1.5,-0.61,-0.27,5FvosO2lZN
7,1,1,1,-2,1,1,-2,1,1,1,-5,-2.2,-1.47,0.93,0.4,0.49,-0.27,5FvosO2lZN
7,2,1,1,-2,1,1,-2,1,1,1,-4,-1.2,-1.47,0.93,0.4,0.49,-0.27,5FvosO2lZN
7,3,1,1,-2,1,1,-2,2,1,1,-2,0.8,-1.47,0.93,0.4,0.49,-0.27,5FvosO2lZN
7,4,1,1,-2,1,1,-2,1,1,1,-4,-1.2,-1.47,0.93,0.4,0.49,-0.27,5FvosO2lZN
7,5,-1,-2,-2,1,1,-1,-1,-2,1,1,3.8,-1.47,0.93,-1.6,0.49,-0.27,5FvosO2lZN
8,1,-2,-1,1,1,1,1,1,-1,1,4,0.8,4.53,0.93,-0.8,-1.31,-0.27,5FvosO2lZN
8,2,-1,-1,-1,1,1,1,1,-1,1,2,-1.2,4.53,0.93,0.2,-1.31,-0.27,5FvosO2lZN
8,3,-1,-1,-1,1,1,1,-1,-1,1,2,-1.2,4.53,0.93,0.2,-1.31,-0.27,5FvosO2lZN
8,4,-1,-2,1,1,2,2,-1,-2,1,3,-0.2,4.53,0.93,0.2,-1.31,-0.27,5FvosO2lZN
8,5,-1,-2,-1,1,3,1,-1,-2,2,5,1.8,4.53,0.93,0.2,-1.31,-0.27,5FvosO2lZN
1,1,1,2,-1,-2,3,-2,1,2,-1,-2,-0.2,-5.06,5.52,0.8,0.17,-0.35,zaQrVIZ53M
1,2,0,1,-1,-2,3,1,1,1,1,-1,0.8,-5.06,5.52,-0.2,0.17,-0.35,zaQrVIZ53M
1,3,0,2,3,-1,3,-1,1,1,-1,-3,-1.2,-5.06,5.52,-0.2,0.17,-0.35,zaQrVIZ53M
1,4,0,1,3,-1,1,1,-1,-2,-1,-1,0.8,-5.06,5.52,-0.2,0.17,-0.35,zaQrVIZ53M
1,5,0,1,2,-1,3,-1,1,1,-1,-2,-0.2,-5.06,5.52,-0.2,0.17,-0.35,zaQrVIZ53M
2,1,-1,1,2,1,3,1,1,1,2,2,1.5,-2.76,5.52,-1.5,0.47,-0.35,zaQrVIZ53M
2,2,1,1,3,1,3,1,1,1,1,-2,-2.5,-2.76,5.52,0.5,0.47,-0.35,zaQrVIZ53M
2,3,1,2,3,3,1,1,1,1,1,0,-0.5,-2.76,5.52,0.5,0.47,-0.35,zaQrVIZ53M
2,5,1,1,2,1,3,1,-1,1,1,2,1.5,-2.76,5.52,0.5,0.47,-0.35,zaQrVIZ53M
3,1,1,1,2,-1,2,1,1,1,1,-1,-0.6,-3.66,5.52,0.8,0.17,-0.35,zaQrVIZ53M
3,2,0,1,2,-1,3,1,1,1,1,-1,-0.6,-3.66,5.52,-0.2,0.17,-0.35,zaQrVIZ53M
3,3,0,1,3,1,3,1,1,1,1,0,0.4,-3.66,5.52,-0.2,0.17,-0.35,zaQrVIZ53M
3,4,0,1,1,1,3,1,1,1,1,0,0.4,-3.66,5.52,-0.2,0.17,-0.35,zaQrVIZ53M
3,5,0,1,1,-1,3,1,1,1,1,0,0.4,-3.66,5.52,-0.2,0.17,-0.35,zaQrVIZ53M
4,1,1,1,3,1,3,1,1,1,1,-2,-1,-4.26,5.52,0.4,0.57,-0.35,zaQrVIZ53M
4,2,1,1,1,1,3,1,1,1,1,-2,-1,-4.26,5.52,0.4,0.57,-0.35,zaQrVIZ53M
4,3,1,1,3,1,3,1,1,1,1,-1,0,-4.26,5.52,0.4,0.57,-0.35,zaQrVIZ53M
4,4,0,1,1,-1,3,1,1,1,1,0,1,-4.26,5.52,-0.6,0.57,-0.35,zaQrVIZ53M
4,5,0,1,3,1,3,1,1,1,1,0,1,-4.26,5.52,-0.6,0.57,-0.35,zaQrVIZ53M
5,1,1,1,3,1,3,3,1,1,1,2,-4.8,3.54,5.52,2,-1.03,-0.35,zaQrVIZ53M
5,2,-1,1,3,2,3,2,1,1,1,8,1.2,3.54,5.52,0,-1.03,-0.35,zaQrVIZ53M
5,3,-2,1,3,1,3,1,1,1,1,8,1.2,3.54,5.52,-1,-1.03,-0.35,zaQrVIZ53M
5,4,-1,1,1,1,1,1,1,1,1,8,1.2,3.54,5.52,0,-1.03,-0.35,zaQrVIZ53M
5,5,-2,1,3,-1,3,2,-1,1,2,8,1.2,3.54,5.52,-1,-1.03,-0.35,zaQrVIZ53M
6,1,0,1,3,1,1,3,1,-1,2,2,-2.2,0.94,5.52,0.2,-0.23,-0.35,zaQrVIZ53M
6,2,0,-1,3,3,3,2,-1,-1,2,4,-0.2,0.94,5.52,0.2,-0.23,-0.35,zaQrVIZ53M
6,3,0,-1,3,-1,3,1,-1,-1,2,4,-0.2,0.94,5.52,0.2,-0.23,-0.35,zaQrVIZ53M
6,4,0,-1,3,1,3,3,-1,-1,2,5,0.8,0.94,5.52,0.2,-0.23,-0.35,zaQrVIZ53M
6,5,-1,-1,3,-1,3,2,-1,-1,2,6,1.8,0.94,5.52,-0.8,-0.23,-0.35,zaQrVIZ53M
7,1,0,-2,3,-1,3,3,-1,-2,3,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
7,2,0,-1,2,-1,3,3,-2,-1,3,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
7,3,0,-1,3,-2,3,3,-1,-2,2,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
7,4,0,-1,3,-1,3,2,-1,-3,3,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
7,5,0,-3,3,-2,3,2,-2,-2,2,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
8,1,0,-2,3,-1,3,3,1,-3,-2,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
8,2,0,-3,3,-3,3,3,-3,3,2,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
8,3,0,-3,3,-3,3,3,-3,-3,3,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
8,4,0,-3,3,-3,3,3,-3,-3,3,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
8,5,0,-3,3,-3,3,3,-3,-3,3,8,0,4.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
9,1,0,-3,3,-2,3,3,-3,-3,3,8,3,1.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
9,2,0,-3,3,-3,3,3,-3,-3,3,8,3,1.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
9,3,0,-3,3,-3,3,3,-3,-3,3,8,3,1.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
9,4,0,2,-3,3,-2,-2,2,2,1,-7,-12,1.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
9,5,0,-3,3,-1,3,3,-3,-3,3,8,3,1.74,5.52,0,-0.03,-0.35,zaQrVIZ53M
1,1,-1,-1,1,-1,3,1,2,-2,2,-1,1,0.1,0.16,-0.8,-0.41,-0.17,gqxkoYMYyl
1,2,-1,1,1,-2,1,1,-1,1,-1,0,2,0.1,0.16,-0.8,-0.41,-0.17,gqxkoYMYyl
1,3,-1,-1,1,2,-1,1,1,-2,1,0,2,0.1,0.16,-0.8,-0.41,-0.17,gqxkoYMYyl
1,4,2,3,-3,2,-2,-1,3,3,1,-6,-4,0.1,0.16,2.2,-0.41,-0.17,gqxkoYMYyl
1,5,0,1,-1,2,1,-1,2,2,1,-3,-1,0.1,0.16,0.2,-0.41,-0.17,gqxkoYMYyl
2,1,-1,-1,-2,2,1,1,1,-1,-1,1,3.8,-0.7,0.16,-1,-0.21,-0.17,gqxkoYMYyl
2,2,1,2,-3,2,-2,-2,2,3,2,-7,-4.2,-0.7,0.16,1,-0.21,-0.17,gqxkoYMYyl
2,3,1,3,-3,2,-2,-3,3,3,2,-8,-5.2,-0.7,0.16,1,-0.21,-0.17,gqxkoYMYyl
2,4,-1,-1,-1,1,1,1,-1,1,1,0,2.8,-0.7,0.16,-1,-0.21,-0.17,gqxkoYMYyl
2,5,0,1,-1,2,2,-1,1,1,2,0,2.8,-0.7,0.16,0,-0.21,-0.17,gqxkoYMYyl
3,1,0,1,1,2,1,-1,1,2,1,1,2,1.1,0.16,-0.33,0.12,-0.17,gqxkoYMYyl
3,3,1,3,-3,-1,-1,-2,3,2,1,-6,-5,1.1,0.16,0.67,0.12,-0.17,gqxkoYMYyl
3,5,0,-1,-1,-1,1,1,1,1,1,2,3,1.1,0.16,-0.33,0.12,-0.17,gqxkoYMYyl
4,1,0,-2,1,1,2,2,1,1,1,2,4,0.1,0.16,-0.2,-0.01,-0.17,gqxkoYMYyl
4,2,-1,-2,1,1,1,1,1,1,-1,2,4,0.1,0.16,-1.2,-0.01,-0.17,gqxkoYMYyl
4,3,0,2,-2,1,-2,-2,2,1,2,-3,-1,0.1,0.16,-0.2,-0.01,-0.17,gqxkoYMYyl
4,4,1,3,-2,2,-2,-2,2,3,2,-7,-5,0.1,0.16,0.8,-0.01,-0.17,gqxkoYMYyl
4,5,1,3,-3,-1,-2,-3,2,2,2,-4,-2,0.1,0.16,0.8,-0.01,-0.17,gqxkoYMYyl
5,1,-1,-1,1,1,2,2,-1,-2,1,3,3.25,1.85,0.16,-1,-0.21,-0.17,gqxkoYMYyl
5,2,1,1,-1,1,-1,-1,1,1,1,-1,-0.75,1.85,0.16,1,-0.21,-0.17,gqxkoYMYyl
5,4,0,1,1,-1,1,1,1,1,2,0,0.25,1.85,0.16,0,-0.21,-0.17,gqxkoYMYyl
5,5,0,1,-1,1,1,1,2,1,3,-3,-2.75,1.85,0.16,0,-0.21,-0.17,gqxkoYMYyl
6,1,0,-1,1,1,2,2,-1,1,1,-1,2,-0.9,0.16,-0.5,0.29,-0.17,gqxkoYMYyl
6,2,1,2,-1,2,-1,1,1,2,1,-4,-1,-0.9,0.16,0.5,0.29,-0.17,gqxkoYMYyl
6,3,0,-1,2,-1,2,1,1,-1,2,0,3,-0.9,0.16,-0.5,0.29,-0.17,gqxkoYMYyl
6,5,1,2,-2,2,-1,-2,2,2,1,-7,-4,-0.9,0.16,0.5,0.29,-0.17,gqxkoYMYyl
7,1,0,1,-1,2,1,1,1,-1,1,-1,2.67,-1.56,0.16,-0.67,0.45,-0.17,gqxkoYMYyl
7,3,1,2,-2,2,-1,-2,2,2,1,-7,-3.33,-1.56,0.16,0.33,0.45,-0.17,gqxkoYMYyl
7,5,1,2,-2,1,-1,-1,2,2,1,-3,0.67,-1.56,0.16,0.33,0.45,-0.17,gqxkoYMYyl
1,1,0,2,2,1,3,-2,-1,-2,1,3,6,-0.5,-0.24,-0.25,0.02,-0.16,6F0K8KzVb9
1,2,1,2,1,3,-1,-1,1,1,-1,-6,-3,-0.5,-0.24,0.75,0.02,-0.16,6F0K8KzVb9
1,4,-1,1,2,1,-2,2,2,-1,2,-3,0,-0.5,-0.24,-1.25,0.02,-0.16,6F0K8KzVb9
1,5,1,2,-2,2,-2,1,3,2,2,-6,-3,-0.5,-0.24,0.75,0.02,-0.16,6F0K8KzVb9
2,1,-1,-2,3,-2,3,3,-2,-3,3,7,8.6,0.9,-0.24,-1.6,0.37,-0.16,6F0K8KzVb9
2,2,1,2,-1,1,1,2,1,-1,3,0,1.6,0.9,-0.24,0.4,0.37,-0.16,6F0K8KzVb9
2,3,1,2,-2,2,1,-2,2,1,1,-5,-3.4,0.9,-0.24,0.4,0.37,-0.16,6F0K8KzVb9
2,4,1,2,3,1,2,1,2,-1,-2,-3,-1.4,0.9,-0.24,0.4,0.37,-0.16,6F0K8KzVb9
2,5,1,2,-1,2,-2,1,2,1,1,-7,-5.4,0.9,-0.24,0.4,0.37,-0.16,6F0K8KzVb9
3,1,-1,1,1,2,-1,1,1,-1,2,-2,1.4,-0.9,-0.24,-1,-0.23,-0.16,6F0K8KzVb9
3,2,0,2,-1,2,1,-1,1,1,2,-4,-0.6,-0.9,-0.24,0,-0.23,-0.16,6F0K8KzVb9
3,3,-1,3,2,2,2,-1,1,-1,2,-3,0.4,-0.9,-0.24,-1,-0.23,-0.16,6F0K8KzVb9
3,4,1,2,-2,2,-1,-1,2,1,1,-6,-2.6,-0.9,-0.24,1,-0.23,-0.16,6F0K8KzVb9
3,5,1,2,1,2,-3,2,2,-2,3,-2,1.4,-0.9,-0.24,1,-0.23,-0.16,6F0K8KzVb9
4,2,1,1,2,3,1,2,1,-1,1,-1,-1.67,3.17,-0.24,1.33,-0.56,-0.16,6F0K8KzVb9
4,3,0,-1,1,2,1,1,3,-2,-2,-3,-3.67,3.17,-0.24,0.33,-0.56,-0.16,6F0K8KzVb9
4,5,-2,1,3,1,2,3,-1,-3,3,6,5.33,3.17,-0.24,-1.67,-0.56,-0.16,6F0K8KzVb9
5,1,1,2,1,3,-2,-3,2,-1,-1,-5,-2.6,0.1,-0.24,1,-0.23,-0.16,6F0K8KzVb9
5,2,0,2,-2,2,-2,1,2,3,1,-6,-3.6,0.1,-0.24,0,-0.23,-0.16,6F0K8KzVb9
5,3,0,2,-1,2,-2,1,2,1,-1,-5,-2.6,0.1,-0.24,0,-0.23,-0.16,6F0K8KzVb9
5,4,0,1,-1,2,-1,1,1,-1,-1,-2,0.4,0.1,-0.24,0,-0.23,-0.16,6F0K8KzVb9
5,5,-1,-1,1,2,1,2,-1,-2,3,6,8.4,0.1,-0.24,-1,-0.23,-0.16,6F0K8KzVb9
6,1,1,2,-1,3,1,-1,2,2,1,-5,-2.4,-0.1,-0.24,0.6,0.17,-0.16,6F0K8KzVb9
6,2,1,1,-1,2,1,1,2,-2,-2,-4,-1.4,-0.1,-0.24,0.6,0.17,-0.16,6F0K8KzVb9
6,3,-1,1,2,-1,1,2,-1,-2,2,3,5.6,-0.1,-0.24,-1.4,0.17,-0.16,6F0K8KzVb9
6,4,0,1,-1,1,1,2,2,-1,1,-3,-0.4,-0.1,-0.24,-0.4,0.17,-0.16,6F0K8KzVb9
6,5,1,2,-1,2,2,1,1,1,-1,-4,-1.4,-0.1,-0.24,0.6,0.17,-0.16,6F0K8KzVb9
7,4,0,-1,1,-1,1,2,2,-1,1,-1,0.5,1,-0.24,-0.5,0.27,-0.16,6F0K8KzVb9
7,5,1,1,2,1,2,2,1,-1,1,-2,-0.5,1,-0.24,0.5,0.27,-0.16,6F0K8KzVb9
8,1,1,2,1,1,-1,2,1,-2,-1,-6,0.2,-3.7,-0.24,0.6,0.17,-0.16,6F0K8KzVb9
8,2,0,1,-2,2,-1,1,2,1,-2,-6,0.2,-3.7,-0.24,-0.4,0.17,-0.16,6F0K8KzVb9
8,3,1,2,-2,2,1,-1,1,2,1,-8,-1.8,-3.7,-0.24,0.6,0.17,-0.16,6F0K8KzVb9
8,4,1,2,-2,2,-2,-2,2,1,2,-6,0.2,-3.7,-0.24,0.6,0.17,-0.16,6F0K8KzVb9
8,5,-1,2,-2,2,-2,2,2,2,1,-5,1.2,-3.7,-0.24,-1.4,0.17,-0.16,6F0K8KzVb9
1,2,0,1,1,1,2,2,1,-1,1,0,-2.75,3.79,1.22,0.25,-0.74,0.11,ZFdneut0KF
1,3,-1,-1,3,-2,2,3,-2,-2,2,5,2.25,3.79,1.22,-0.75,-0.74,0.11,ZFdneut0KF
1,4,0,-1,1,-1,1,1,-1,-1,1,1,-1.75,3.79,1.22,0.25,-0.74,0.11,ZFdneut0KF
1,5,0,-2,2,-1,2,3,-3,-2,1,5,2.25,3.79,1.22,0.25,-0.74,0.11,ZFdneut0KF
2,1,0,1,-1,-2,1,1,-1,-1,1,-1,-2.6,2.64,1.22,0,-0.49,0.11,ZFdneut0KF
2,2,1,-1,1,-1,1,1,-2,-2,1,-1,-2.6,2.64,1.22,1,-0.49,0.11,ZFdneut0KF
2,3,1,-1,1,-1,1,1,-1,-1,1,0,-1.6,2.64,1.22,1,-0.49,0.11,ZFdneut0KF
2,4,-1,-2,2,-2,2,2,-3,-2,2,6,4.4,2.64,1.22,-1,-0.49,0.11,ZFdneut0KF
2,5,-1,-1,2,-1,2,2,-2,-2,1,4,2.4,2.64,1.22,-1,-0.49,0.11,ZFdneut0KF
3,1,0,-2,2,-1,2,1,-2,-2,2,-1,-1,1.04,1.22,-0.2,-0.29,0.11,ZFdneut0KF
3,2,1,-2,2,-2,2,2,-2,-2,2,1,1,1.04,1.22,0.8,-0.29,0.11,ZFdneut0KF
3,3,0,-2,2,-2,2,2,-2,-2,2,2,2,1.04,1.22,-0.2,-0.29,0.11,ZFdneut0KF
3,4,1,-1,1,1,1,1,-1,-1,2,-3,-3,1.04,1.22,0.8,-0.29,0.11,ZFdneut0KF
3,5,-1,1,2,-2,1,2,-2,-2,2,1,1,1.04,1.22,-1.2,-0.29,0.11,ZFdneut0KF
4,1,0,1,1,1,1,1,1,1,1,-2,-0.6,-0.36,1.22,-0.4,-0.09,0.11,ZFdneut0KF
4,2,0,1,1,1,2,1,-1,-1,1,0,1.4,-0.36,1.22,-0.4,-0.09,0.11,ZFdneut0KF
4,3,0,1,-1,1,1,-1,1,1,1,-1,0.4,-0.36,1.22,-0.4,-0.09,0.11,ZFdneut0KF
4,4,1,1,-1,1,1,1,-1,1,1,-2,-0.6,-0.36,1.22,0.6,-0.09,0.11,ZFdneut0KF
4,5,1,-1,-1,1,2,-1,-1,-1,1,-2,-0.6,-0.36,1.22,0.6,-0.09,0.11,ZFdneut0KF
5,1,1,1,-1,1,1,-1,1,1,1,-1,0.75,-0.71,1.22,0.25,0.26,0.11,ZFdneut0KF
5,3,1,1,-1,1,-1,-1,1,1,-1,-2,-0.25,-0.71,1.22,0.25,0.26,0.11,ZFdneut0KF
5,4,0,1,-1,1,1,-1,1,1,-1,-2,-0.25,-0.71,1.22,-0.75,0.26,0.11,ZFdneut0KF
5,5,1,1,-1,1,1,-1,1,1,1,-2,-0.25,-0.71,1.22,0.25,0.26,0.11,ZFdneut0KF
6,1,1,1,-1,1,-1,-1,1,1,-1,-2,2,-2.96,1.22,0,0.51,0.11,ZFdneut0KF
6,3,1,1,-2,2,-1,-1,1,1,-1,-5,-1,-2.96,1.22,0,0.51,0.11,ZFdneut0KF
6,4,1,1,-2,2,-1,-1,1,1,-1,-4,0,-2.96,1.22,0,0.51,0.11,ZFdneut0KF
6,5,1,1,-2,2,-1,-1,1,2,-1,-5,-1,-2.96,1.22,0,0.51,0.11,ZFdneut0KF
7,2,1,1,-1,1,-1,-2,1,1,-1,-3,-1,-0.96,1.22,0.25,0.26,0.11,ZFdneut0KF
7,3,0,-1,-1,1,1,1,-1,-1,-1,-1,1,-0.96,1.22,-0.75,0.26,0.11,ZFdneut0KF
7,4,1,1,-1,1,1,1,1,1,1,-2,0,-0.96,1.22,0.25,0.26,0.11,ZFdneut0KF
7,5,1,1,-1,1,1,1,1,1,1,-2,0,-0.96,1.22,0.25,0.26,0.11,ZFdneut0KF
8,1,0,1,-2,1,-1,-1,1,1,-1,-3,0.2,-2.16,1.22,-0.8,0.31,0.11,ZFdneut0KF
8,2,1,1,-2,2,-1,-1,1,1,-1,-3,0.2,-2.16,1.22,0.2,0.31,0.11,ZFdneut0KF
8,3,1,2,-1,2,-1,-2,1,1,-1,-3,0.2,-2.16,1.22,0.2,0.31,0.11,ZFdneut0KF
8,4,1,1,-2,2,-1,-2,1,1,-1,-3,0.2,-2.16,1.22,0.2,0.31,0.11,ZFdneut0KF
8,5,1,1,-1,2,-1,-1,1,1,-1,-4,-0.8,-2.16,1.22,0.2,0.31,0.11,ZFdneut0KF
9,1,0,-1,1,1,1,1,-1,-1,1,1,2.4,-0.36,1.22,-0.8,0.31,0.11,ZFdneut0KF
9,2,1,-1,-1,-1,1,1,-1,-1,-1,-3,-1.6,-0.36,1.22,0.2,0.31,0.11,ZFdneut0KF
9,3,1,-1,1,1,1,-1,-1,-1,1,-2,-0.6,-0.36,1.22,0.2,0.31,0.11,ZFdneut0KF
9,4,1,-1,1,-1,1,1,-1,-1,-1,-1,0.4,-0.36,1.22,0.2,0.31,0.11,ZFdneut0KF
9,5,1,1,-1,1,1,-1,1,-1,1,-2,-0.6,-0.36,1.22,0.2,0.31,0.11,ZFdneut0KF
1,1,1,2,-2,2,2,-1,2,2,1,-5,0.6,-0.73,-2.61,0,0.42,0.2,g6VEXH3wR7
1,2,1,3,-2,1,-2,1,2,2,1,-6,-0.4,-0.73,-2.61,0,0.42,0.2,g6VEXH3wR7
1,3,1,2,-3,2,-3,-3,1,2,2,-5,0.6,-0.73,-2.61,0,0.42,0.2,g6VEXH3wR7
1,4,1,2,-3,1,-3,-3,1,1,1,-6,-0.4,-0.73,-2.61,0,0.42,0.2,g6VEXH3wR7
1,5,1,2,1,2,1,-1,2,1,2,-6,-0.4,-0.73,-2.61,0,0.42,0.2,g6VEXH3wR7
2,1,1,2,-2,2,1,-1,1,2,1,-5,0.4,-0.53,-2.61,0.2,0.22,0.2,g6VEXH3wR7
2,2,1,1,-3,1,-2,-2,1,1,1,-5,0.4,-0.53,-2.61,0.2,0.22,0.2,g6VEXH3wR7
2,3,1,1,-2,1,1,-1,2,1,1,-5,0.4,-0.53,-2.61,0.2,0.22,0.2,g6VEXH3wR7
2,4,1,1,-1,2,2,-1,2,2,1,-6,-0.6,-0.53,-2.61,0.2,0.22,0.2,g6VEXH3wR7
2,5,0,1,1,1,2,-1,1,1,1,-6,-0.6,-0.53,-2.61,-0.8,0.22,0.2,g6VEXH3wR7
3,1,0,1,-2,2,2,1,2,1,1,-4,0.8,0.07,-2.61,-0.6,0.02,0.2,g6VEXH3wR7
3,2,0,1,-1,2,2,1,2,1,2,-4,0.8,0.07,-2.61,-0.6,0.02,0.2,g6VEXH3wR7
3,3,1,1,-1,1,1,1,1,1,1,-5,-0.2,0.07,-2.61,0.4,0.02,0.2,g6VEXH3wR7
3,4,1,1,1,1,2,1,1,2,2,-6,-1.2,0.07,-2.61,0.4,0.02,0.2,g6VEXH3wR7
3,5,1,2,1,2,1,1,2,2,1,-5,-0.2,0.07,-2.61,0.4,0.02,0.2,g6VEXH3wR7
4,1,0,2,-2,2,2,-1,2,3,1,-5,0.8,-0.93,-2.61,-0.2,-0.38,0.2,g6VEXH3wR7
4,2,0,2,-2,2,2,-1,2,2,2,-6,-0.2,-0.93,-2.61,-0.2,-0.38,0.2,g6VEXH3wR7
4,3,0,2,1,2,2,1,1,2,2,-6,-0.2,-0.93,-2.61,-0.2,-0.38,0.2,g6VEXH3wR7
4,4,1,2,-1,1,1,1,2,2,2,-6,-0.2,-0.93,-2.61,0.8,-0.38,0.2,g6VEXH3wR7
