day,time_window,context,scs_pos_1,scs_neg_2,scs_pos_3,scs_neg_4,scs_neg_5,scs_pos_6,scs_pos_7,scs_neg_8,neg_aff,neg_aff_Moment,neg_aff_Day,neg_aff_Person,context_Moment,context_Day,context_Person,user_id
2,1,2,2,-1,2,1,-1,1,-2,2,-4,-1,-0.52,-0.21,1.2,0.08,0.34,0vRRLditPn
2,2,0,2,-2,1,-1,-1,1,2,-1,-3,0,-0.52,-0.21,-0.8,0.08,0.34,0vRRLditPn
2,3,0,1,-2,1,1,-2,2,1,1,-3,0,-0.52,-0.21,-0.8,0.08,0.34,0vRRLditPn
2,4,2,1,-1,1,1,-2,1,1,1,-3,0,-0.52,-0.21,1.2,0.08,0.34,0vRRLditPn
2,5,0,1,-2,1,-1,-2,1,1,1,-2,1,-0.52,-0.21,-0.8,0.08,0.34,0vRRLditPn
3,1,2,1,-1,2,2,-2,1,1,1,-4,-3.2,1.68,-0.21,1.6,-0.32,0.34,0vRRLditPn
3,2,-1,-1,-1,1,1,1,1,1,1,1,1.8,1.68,-0.21,-1.4,-0.32,0.34,0vRRLditPn
3,3,0,-1,-1,2,1,1,1,1,1,0,0.8,1.68,-0.21,-0.4,-0.32,0.34,0vRRLditPn
3,4,0,1,-1,1,2,2,-1,-1,1,2,2.8,1.68,-0.21,-0.4,-0.32,0.34,0vRRLditPn
3,5,1,1,-2,1,1,-1,-1,1,1,-3,-2.2,1.68,-0.21,0.6,-0.32,0.34,0vRRLditPn
4,1,2,2,-2,1,1,-2,2,1,2,-8,-5.2,-0.32,-0.21,1.2,0.08,0.34,0vRRLditPn
4,2,2,1,-1,2,-1,-2,1,2,2,-5,-2.2,-0.32,-0.21,1.2,0.08,0.34,0vRRLditPn
4,3,1,-1,-2,1,1,-2,1,-1,1,-4,-1.2,-0.32,-0.21,0.2,0.08,0.34,0vRRLditPn
4,4,0,2,-2,2,1,-1,1,1,1,-1,1.8,-0.32,-0.21,-0.8,0.08,0.34,0vRRLditPn
4,5,-1,-1,2,2,2,1,-1,-1,1,4,6.8,-0.32,-0.21,-1.8,0.08,0.34,0vRRLditPn
5,1,2,2,-2,1,-1,1,2,-1,1,-5,0.4,-2.93,-0.21,0.2,1.08,0.34,0vRRLditPn
5,2,2,1,-1,1,-1,-1,1,1,1,-4,1.4,-2.93,-0.21,0.2,1.08,0.34,0vRRLditPn
5,3,1,1,-2,1,1,-1,1,1,1,-3,2.4,-2.93,-0.21,-0.8,1.08,0.34,0vRRLditPn
5,4,2,1,-2,1,1,-2,2,1,2,-8,-2.6,-2.93,-0.21,0.2,1.08,0.34,0vRRLditPn
5,5,2,1,-2,1,1,1,1,-1,3,-7,-1.6,-2.93,-0.21,0.2,1.08,0.34,0vRRLditPn
6,1,0,1,-1,2,1,1,1,1,1,-1,0.6,0.88,-0.21,-0.2,-0.52,0.34,0vRRLditPn
6,2,-1,-1,1,1,1,1,1,-1,2,2,3.6,0.88,-0.21,-1.2,-0.52,0.34,0vRRLditPn
6,3,0,1,-1,2,-1,-1,1,1,1,-5,-3.4,0.88,-0.21,-0.2,-0.52,0.34,0vRRLditPn
6,4,1,-3,-2,3,-1,-2,2,1,-2,1,2.6,0.88,-0.21,0.8,-0.52,0.34,0vRRLditPn
6,5,1,1,-2,2,-2,-2,1,1,1,-5,-3.4,0.88,-0.21,0.8,-0.52,0.34,0vRRLditPn
7,1,1,1,-2,2,1,-2,1,1,1,-4,-0.4,-1.12,-0.21,0.2,0.08,0.34,0vRRLditPn
7,2,0,1,-1,2,1,-2,2,1,1,-4,-0.4,-1.12,-0.21,-0.8,0.08,0.34,0vRRLditPn
7,3,1,2,-1,2,2,-1,2,2,2,-4,-0.4,-1.12,-0.21,0.2,0.08,0.34,0vRRLditPn
7,4,1,2,-2,2,1,-2,2,1,1,-2,1.6,-1.12,-0.21,0.2,0.08,0.34,0vRRLditPn
7,5,1,2,-1,2,1,-1,1,2,1,-4,-0.4,-1.12,-0.21,0.2,0.08,0.34,0vRRLditPn
8,1,1,2,-2,2,1,-2,1,1,1,-4,-0.8,-0.73,-0.21,0.4,-0.12,0.34,0vRRLditPn
8,2,1,1,-2,2,1,-1,1,1,1,-4,-0.8,-0.73,-0.21,0.4,-0.12,0.34,0vRRLditPn
8,3,0,1,-1,2,1,-1,1,1,1,-2,1.2,-0.73,-0.21,-0.6,-0.12,0.34,0vRRLditPn
8,4,0,1,-1,2,1,1,1,1,1,0,3.2,-0.73,-0.21,-0.6,-0.12,0.34,0vRRLditPn
8,5,1,1,-2,2,-1,-2,1,1,1,-6,-2.8,-0.73,-0.21,0.4,-0.12,0.34,0vRRLditPn
1,2,0,2,-1,1,-2,-2,1,2,1,-2,-1.5,0.11,1.65,0,0.18,-0.56,zQZ2FJu6Jm
1,3,0,2,-1,1,-2,-2,1,2,1,0,0.5,0.11,1.65,0,0.18,-0.56,zQZ2FJu6Jm
1,4,0,2,-2,1,-2,-2,1,2,1,0,0.5,0.11,1.65,0,0.18,-0.56,zQZ2FJu6Jm
1,5,0,2,-1,-1,-2,-1,1,2,1,0,0.5,0.11,1.65,0,0.18,-0.56,zQZ2FJu6Jm
2,2,0,1,-1,-2,-2,1,1,1,-1,0,-0.5,1.11,1.65,-0.25,0.43,-0.56,zQZ2FJu6Jm
2,3,0,1,1,-2,-1,1,-1,1,-1,1,0.5,1.11,1.65,-0.25,0.43,-0.56,zQZ2FJu6Jm
2,4,0,-1,2,-3,1,-2,-1,1,1,1,0.5,1.11,1.65,-0.25,0.43,-0.56,zQZ2FJu6Jm
2,5,1,1,1,-3,-1,-1,-1,-1,-1,0,-0.5,1.11,1.65,0.75,0.43,-0.56,zQZ2FJu6Jm
3,1,0,1,-1,-2,-2,1,-1,1,1,-2,-2.25,0.86,1.65,1.25,-1.07,-0.56,zQZ2FJu6Jm
3,3,-2,1,2,-1,-1,1,1,-2,2,4,3.75,0.86,1.65,-0.75,-1.07,-0.56,zQZ2FJu6Jm
3,4,-2,1,1,1,1,1,1,1,1,-2,-2.25,0.86,1.65,-0.75,-1.07,-0.56,zQZ2FJu6Jm
3,5,-1,1,-1,-1,-1,1,1,1,-1,1,0.75,0.86,1.65,0.25,-1.07,-0.56,zQZ2FJu6Jm
4,2,0,1,-1,1,2,-1,1,1,-1,-1,0,-0.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
4,3,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,-0.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
4,4,0,-2,-1,-2,-1,-1,-2,-1,1,0,1,-0.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
4,5,0,-1,-1,2,-1,-1,-2,-2,1,-2,-1,-0.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
5,2,0,1,-2,1,1,-2,1,1,1,-2,-1.75,0.36,1.65,0,0.18,-0.56,zQZ2FJu6Jm
5,3,0,1,-1,1,-1,-1,-1,1,1,-1,-0.75,0.36,1.65,0,0.18,-0.56,zQZ2FJu6Jm
5,4,0,1,-1,-1,-2,-1,-1,1,1,0,0.25,0.36,1.65,0,0.18,-0.56,zQZ2FJu6Jm
5,5,0,1,-1,1,1,-2,-1,2,1,2,2.25,0.36,1.65,0,0.18,-0.56,zQZ2FJu6Jm
6,1,0,1,-1,-1,-1,1,-1,1,-1,2,0.2,2.41,1.65,0.8,-0.62,-0.56,zQZ2FJu6Jm
6,2,-2,2,-1,1,1,-1,-1,1,2,7,5.2,2.41,1.65,-1.2,-0.62,-0.56,zQZ2FJu6Jm
6,3,-1,1,-2,-1,1,-1,1,2,1,3,1.2,2.41,1.65,-0.2,-0.62,-0.56,zQZ2FJu6Jm
6,4,-2,-1,-1,-2,-1,-1,-1,2,1,0,-1.8,2.41,1.65,-1.2,-0.62,-0.56,zQZ2FJu6Jm
6,5,1,2,-2,1,-1,-2,1,2,1,-3,-4.8,2.41,1.65,1.8,-0.62,-0.56,zQZ2FJu6Jm
7,2,0,-1,-1,-2,-1,-2,-1,-1,1,1,2.5,-0.89,1.65,0,0.18,-0.56,zQZ2FJu6Jm
7,3,0,2,-2,1,1,-2,-1,-1,1,-2,-0.5,-0.89,1.65,0,0.18,-0.56,zQZ2FJu6Jm
7,4,0,-1,1,1,1,-2,-1,2,-2,-2,-0.5,-0.89,1.65,0,0.18,-0.56,zQZ2FJu6Jm
7,5,0,1,-2,1,-1,-3,1,2,1,-3,-1.5,-0.89,1.65,0,0.18,-0.56,zQZ2FJu6Jm
8,1,0,-1,2,-1,-1,-2,1,1,2,1,2.8,-1.19,1.65,-0.2,0.38,-0.56,zQZ2FJu6Jm
8,2,1,1,-2,1,-1,-3,1,-1,1,-3,-1.2,-1.19,1.65,0.8,0.38,-0.56,zQZ2FJu6Jm
8,3,0,1,-2,1,-1,-2,1,2,1,-3,-1.2,-1.19,1.65,-0.2,0.38,-0.56,zQZ2FJu6Jm
8,4,0,1,-1,1,-2,-2,-1,1,1,-2,-0.2,-1.19,1.65,-0.2,0.38,-0.56,zQZ2FJu6Jm
8,5,0,2,-1,1,-2,-2,2,1,1,-2,-0.2,-1.19,1.65,-0.2,0.38,-0.56,zQZ2FJu6Jm
9,1,0,1,-2,-1,1,-2,-1,1,2,-1,2,-2.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
9,2,0,2,-1,1,-1,-2,2,2,1,-3,0,-2.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
9,3,0,2,-1,1,-2,-1,1,2,1,-3,0,-2.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
9,4,0,1,-2,1,-1,-2,1,1,2,-4,-1,-2.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
9,5,0,2,-2,2,-2,-3,1,2,2,-4,-1,-2.39,1.65,0,0.18,-0.56,zQZ2FJu6Jm
1,1,1,3,-2,3,-1,-2,2,1,-1,-3,1.33,-3.88,1.81,-0.33,1.1,-0.15,i8nNdcDwkz
1,3,1,3,-2,3,-2,-2,2,2,-2,-5,-0.67,-3.88,1.81,-0.33,1.1,-0.15,i8nNdcDwkz
1,5,2,2,-3,2,-1,-2,2,2,2,-5,-0.67,-3.88,1.81,0.67,1.1,-0.15,i8nNdcDwkz
2,1,1,-1,-1,2,1,1,1,-1,1,3,2.8,0.65,1.81,0.2,0.56,-0.15,i8nNdcDwkz
2,2,0,1,1,2,1,1,1,-1,1,5,4.8,0.65,1.81,-0.8,0.56,-0.15,i8nNdcDwkz
2,3,-1,-1,-1,1,2,-1,2,1,-1,2,1.8,0.65,1.81,-1.8,0.56,-0.15,i8nNdcDwkz
2,4,2,1,-2,1,-2,-2,1,2,2,-5,-5.2,0.65,1.81,1.2,0.56,-0.15,i8nNdcDwkz
2,5,2,2,-2,2,-2,-2,1,2,2,-4,-4.2,0.65,1.81,1.2,0.56,-0.15,i8nNdcDwkz
3,1,-1,1,-2,2,1,-2,2,1,-1,-2,-2.75,1.2,1.81,-0.5,-0.74,-0.15,i8nNdcDwkz
3,2,0,1,1,2,1,-1,1,1,-1,0,-0.75,1.2,1.81,0.5,-0.74,-0.15,i8nNdcDwkz
3,3,0,1,-1,1,1,1,1,-1,2,2,1.25,1.2,1.81,0.5,-0.74,-0.15,i8nNdcDwkz
3,4,-1,-1,-1,2,1,1,-1,-1,2,3,2.25,1.2,1.81,-0.5,-0.74,-0.15,i8nNdcDwkz
4,1,-1,1,-1,1,1,-2,1,1,-2,4,2.25,2.2,1.81,-0.75,-0.49,-0.15,i8nNdcDwkz
4,2,-1,-2,1,1,2,1,1,-1,-1,5,3.25,2.2,1.81,-0.75,-0.49,-0.15,i8nNdcDwkz
4,3,0,-1,1,2,1,-1,2,-1,-1,2,0.25,2.2,1.81,0.25,-0.49,-0.15,i8nNdcDwkz
4,5,1,2,-2,2,-2,-2,1,1,1,-4,-5.75,2.2,1.81,1.25,-0.49,-0.15,i8nNdcDwkz
5,1,0,1,-2,2,-1,-1,1,1,-1,-3,-5,2.45,1.81,0,-0.24,-0.15,i8nNdcDwkz
5,2,-1,-2,1,1,2,2,-1,-2,2,5,3,2.45,1.81,-1,-0.24,-0.15,i8nNdcDwkz
5,4,2,1,-1,1,1,1,1,1,1,2,0,2.45,1.81,2,-0.24,-0.15,i8nNdcDwkz
5,5,-1,-1,1,1,2,2,-1,-1,2,4,2,2.45,1.81,-1,-0.24,-0.15,i8nNdcDwkz
6,1,-1,-2,1,-1,2,1,1,-1,-2,4,3,1.45,1.81,-1.5,0.26,-0.15,i8nNdcDwkz
6,2,1,1,-1,2,-1,-1,2,1,1,-2,-3,1.45,1.81,0.5,0.26,-0.15,i8nNdcDwkz
6,4,1,2,-2,2,1,1,2,1,1,-1,-2,1.45,1.81,0.5,0.26,-0.15,i8nNdcDwkz
6,5,1,1,-1,1,1,1,-1,1,2,3,2,1.45,1.81,0.5,0.26,-0.15,i8nNdcDwkz
7,1,1,2,-2,2,-1,-2,2,1,1,-3,0,-2.55,1.81,1,-0.24,-0.15,i8nNdcDwkz
7,4,-1,1,-2,1,-2,-2,2,1,-1,-3,0,-2.55,1.81,-1,-0.24,-0.15,i8nNdcDwkz
8,2,0,2,-2,2,-1,-2,1,1,1,-2,0,-1.55,1.81,0,-0.24,-0.15,i8nNdcDwkz
8,3,0,2,-2,2,-1,-2,2,2,-1,-2,0,-1.55,1.81,0,-0.24,-0.15,i8nNdcDwkz
1,1,-1,1,1,-1,-2,1,-1,1,2,3,3.25,-0.39,2.41,-0.75,-0.12,-0.52,gUxN1h8URt
1,1,0,1,1,-3,-2,1,-1,1,2,-1,-0.75,-0.39,2.41,0.25,-0.12,-0.52,gUxN1h8URt
1,1,0,-1,1,-1,-1,1,-1,1,1,1,1.25,-0.39,2.41,0.25,-0.12,-0.52,gUxN1h8URt
1,1,0,-1,-2,-1,-1,1,-1,1,2,-4,-3.75,-0.39,2.41,0.25,-0.12,-0.52,gUxN1h8URt
2,1,1,1,1,-2,-1,-1,-1,-1,-1,-1,-4.8,3.66,2.41,1.2,-0.07,-0.52,gUxN1h8URt
2,1,-1,1,3,-2,2,3,-2,-3,3,6,2.2,3.66,2.41,-0.8,-0.07,-0.52,gUxN1h8URt
2,1,-1,-1,3,-2,1,3,-2,-2,3,8,4.2,3.66,2.41,-0.8,-0.07,-0.52,gUxN1h8URt
2,1,0,-1,2,-2,2,1,-1,-1,1,2,-1.8,3.66,2.41,0.2,-0.07,-0.52,gUxN1h8URt
2,1,0,1,2,-1,1,2,2,-2,2,4,0.2,3.66,2.41,0.2,-0.07,-0.52,gUxN1h8URt
3,1,0,1,1,1,1,1,-1,-1,2,-2,-2.75,0.61,2.41,0.25,-0.12,-0.52,gUxN1h8URt
3,1,0,-2,1,1,1,1,-2,-2,1,0,-0.75,0.61,2.41,0.25,-0.12,-0.52,gUxN1h8URt
3,1,0,-1,1,-2,1,1,-1,-1,1,2,1.25,0.61,2.41,0.25,-0.12,-0.52,gUxN1h8URt
3,1,-1,-1,2,-2,1,2,-2,-2,2,3,2.25,0.61,2.41,-0.75,-0.12,-0.52,gUxN1h8URt
4,1,0,1,1,1,1,1,-2,-1,2,0,-0.2,0.06,2.41,0.2,-0.07,-0.52,gUxN1h8URt
4,1,-1,1,1,1,-1,-1,-1,-1,1,0,-0.2,0.06,2.41,-0.8,-0.07,-0.52,gUxN1h8URt
4,1,0,-1,1,1,-2,1,-1,-1,2,3,2.8,0.06,2.41,0.2,-0.07,-0.52,gUxN1h8URt
4,1,0,1,1,1,-1,-1,-1,1,3,-1,-1.2,0.06,2.41,0.2,-0.07,-0.52,gUxN1h8URt
4,1,0,1,1,-1,-1,-1,-2,1,2,-1,-1.2,0.06,2.41,0.2,-0.07,-0.52,gUxN1h8URt
5,1,0,1,1,-1,-1,-1,-1,1,1,-2,-2.2,0.06,2.41,0,0.13,-0.52,gUxN1h8URt
5,1,0,1,1,-1,1,2,-1,-1,2,5,4.8,0.06,2.41,0,0.13,-0.52,gUxN1h8URt
5,1,0,-1,1,-1,-1,1,-1,-1,1,-2,-2.2,0.06,2.41,0,0.13,-0.52,gUxN1h8URt
5,1,0,1,1,-1,-1,2,-1,-1,2,-2,-2.2,0.06,2.41,0,0.13,-0.52,gUxN1h8URt
5,1,0,-1,2,-1,1,1,-1,-1,1,2,1.8,0.06,2.41,0,0.13,-0.52,gUxN1h8URt
6,1,-1,-1,1,-1,-1,1,-1,-2,2,3,0.5,2.36,2.41,-0.5,-0.37,-0.52,gUxN1h8URt
6,1,-1,-2,2,-2,-3,-2,-2,-1,3,7,4.5,2.36,2.41,-0.5,-0.37,-0.52,gUxN1h8URt
6,1,0,-1,1,-1,-1,1,-2,-1,2,2,-0.5,2.36,2.41,0.5,-0.37,-0.52,gUxN1h8URt
6,1,0,-2,1,-2,-2,1,-1,-1,2,-2,-4.5,2.36,2.41,0.5,-0.37,-0.52,gUxN1h8URt
7,1,0,-1,-1,-1,-1,1,-1,1,1,-3,0.4,-3.54,2.41,-0.2,0.33,-0.52,gUxN1h8URt
7,1,0,1,1,-1,-1,-2,-1,-1,2,-3,0.4,-3.54,2.41,-0.2,0.33,-0.52,gUxN1h8URt
7,1,1,1,-1,-1,-2,-1,-1,-1,1,-4,-0.6,-3.54,2.41,0.8,0.33,-0.52,gUxN1h8URt
7,1,0,1,1,-1,-1,1,-1,-1,2,-5,-1.6,-3.54,2.41,-0.2,0.33,-0.52,gUxN1h8URt
7,1,0,1,1,-1,-1,1,-1,-1,2,-2,1.4,-3.54,2.41,-0.2,0.33,-0.52,gUxN1h8URt
8,1,0,1,2,-1,-1,1,-2,-1,2,-2,0.5,-2.64,2.41,0,0.13,-0.52,gUxN1h8URt
8,1,0,1,-2,-2,-2,-1,-1,-2,1,-3,-0.5,-2.64,2.41,0,0.13,-0.52,gUxN1h8URt
8,1,0,1,2,-1,-1,1,-1,-1,2,-3,-0.5,-2.64,2.41,0,0.13,-0.52,gUxN1h8URt
8,1,0,1,2,-1,-1,-1,-2,-1,1,-2,0.5,-2.64,2.41,0,0.13,-0.52,gUxN1h8URt
9,1,0,-2,2,-2,1,2,-2,-2,2,1,1,-0.14,2.41,0,0.13,-0.52,gUxN1h8URt
9,1,0,-1,1,-1,-1,1,-2,-2,1,0,0,-0.14,2.41,0,0.13,-0.52,gUxN1h8URt
9,1,0,-1,1,-2,1,1,-2,-2,2,3,3,-0.14,2.41,0,0.13,-0.52,gUxN1h8URt
9,1,0,1,1,-1,-1,1,-2,-2,1,-4,-4,-0.14,2.41,0,0.13,-0.52,gUxN1h8URt
1,1,1,2,-2,1,-2,1,2,1,1,-5,1,-3.62,-0.12,0,0.89,-0.27,57RFaCrYz8
1,3,1,2,-2,1,-2,1,-2,2,1,-7,-1,-3.62,-0.12,0,0.89,-0.27,57RFaCrYz8
2,1,1,1,-2,1,-2,1,1,1,2,-5,-4.71,2.1,-0.12,1.14,-0.25,-0.27,57RFaCrYz8
2,1,0,1,-1,3,-2,1,2,1,1,-1,-0.71,2.1,-0.12,0.14,-0.25,-0.27,57RFaCrYz8
2,2,-1,-1,-2,3,-2,-2,2,3,3,-4,-3.71,2.1,-0.12,-0.86,-0.25,-0.27,57RFaCrYz8
2,3,0,-1,-2,1,1,1,1,-1,1,0,0.29,2.1,-0.12,0.14,-0.25,-0.27,57RFaCrYz8
2,3,-1,1,1,2,-2,-2,2,2,2,5,5.29,2.1,-0.12,-0.86,-0.25,-0.27,57RFaCrYz8
2,4,0,2,3,-2,-1,-3,-1,1,-2,1,1.29,2.1,-0.12,0.14,-0.25,-0.27,57RFaCrYz8
2,5,0,3,-2,-1,-2,2,-1,2,-3,2,2.29,2.1,-0.12,0.14,-0.25,-0.27,57RFaCrYz8
3,1,0,2,-2,3,-2,-1,1,2,-3,-5,0.17,-2.78,-0.12,0,-0.11,-0.27,57RFaCrYz8
3,1,0,2,-2,3,-3,-2,2,2,2,-7,-1.83,-2.78,-0.12,0,-0.11,-0.27,57RFaCrYz8
3,2,0,2,-3,2,-1,-1,2,2,2,-6,-0.83,-2.78,-0.12,0,-0.11,-0.27,57RFaCrYz8
3,3,0,2,-2,2,-2,1,2,2,2,-4,1.17,-2.78,-0.12,0,-0.11,-0.27,57RFaCrYz8
3,4,0,2,-2,2,-2,-1,1,1,2,-5,0.17,-2.78,-0.12,0,-0.11,-0.27,57RFaCrYz8
3,5,0,-1,1,-1,-2,-1,1,1,-2,-4,1.17,-2.78,-0.12,0,-0.11,-0.27,57RFaCrYz8
4,1,0,1,-2,3,-2,-2,2,3,1,-2,0.5,-0.12,-0.12,0,-0.11,-0.27,57RFaCrYz8
4,1,0,-1,-1,1,1,1,1,-2,1,0,2.5,-0.12,-0.12,0,-0.11,-0.27,57RFaCrYz8
4,2,0,1,-1,3,-2,-1,2,1,1,-3,-0.5,-0.12,-0.12,0,-0.11,-0.27,57RFaCrYz8
4,3,0,1,-2,3,-2,1,2,1,1,-2,0.5,-0.12,-0.12,0,-0.11,-0.27,57RFaCrYz8
4,4,0,1,-1,3,-2,1,2,2,3,-4,-1.5,-0.12,-0.12,0,-0.11,-0.27,57RFaCrYz8
4,5,0,1,-3,3,-2,1,3,2,2,-4,-1.5,-0.12,-0.12,0,-0.11,-0.27,57RFaCrYz8
5,1,0,1,1,3,-2,1,-1,2,-2,-3,-2.86,2.24,-0.12,0,-0.11,-0.27,57RFaCrYz8
5,1,0,-2,1,3,-1,1,1,1,2,-3,-2.86,2.24,-0.12,0,-0.11,-0.27,57RFaCrYz8
5,2,0,2,-1,3,-2,-2,2,-1,1,-2,-1.86,2.24,-0.12,0,-0.11,-0.27,57RFaCrYz8
5,3,0,2,2,-2,-1,1,1,-2,-1,-1,-0.86,2.24,-0.12,0,-0.11,-0.27,57RFaCrYz8
5,3,0,3,-1,3,-2,-2,3,3,2,2,2.14,2.24,-0.12,0,-0.11,-0.27,57RFaCrYz8
5,4,0,-1,2,-1,-2,-2,3,2,3,3,3.14,2.24,-0.12,0,-0.11,-0.27,57RFaCrYz8
5,5,0,1,-2,-1,2,1,1,2,1,3,3.14,2.24,-0.12,0,-0.11,-0.27,57RFaCrYz8
6,1,0,1,-1,3,-1,-1,2,1,2,-1,0.67,0.72,-0.12,-0.17,0.06,-0.27,57RFaCrYz8
6,1,0,-2,1,-1,-1,-1,1,-2,1,1,2.67,0.72,-0.12,-0.17,0.06,-0.27,57RFaCrYz8
6,3,0,2,-1,-3,1,-2,1,-1,3,0,1.67,0.72,-0.12,-0.17,0.06,-0.27,57RFaCrYz8
6,3,0,1,-1,3,-2,-2,2,2,-2,-4,-2.33,0.72,-0.12,-0.17,0.06,-0.27,57RFaCrYz8
6,4,0,1,-1,-1,-2,-1,2,2,-1,-2,-0.33,0.72,-0.12,-0.17,0.06,-0.27,57RFaCrYz8
6,5,1,1,-2,3,-2,-2,2,2,1,-4,-2.33,0.72,-0.12,0.83,0.06,-0.27,57RFaCrYz8
7,1,0,1,-2,-2,-2,-2,2,1,1,-5,-1.29,-1.33,-0.12,0,-0.11,-0.27,57RFaCrYz8
7,1,0,2,-2,3,-2,-2,2,2,1,-5,-1.29,-1.33,-0.12,0,-0.11,-0.27,57RFaCrYz8
7,2,0,2,-1,-3,1,2,-2,2,1,-3,0.71,-1.33,-0.12,0,-0.11,-0.27,57RFaCrYz8
7,3,0,2,-2,3,-3,-2,3,2,1,-6,-2.29,-1.33,-0.12,0,-0.11,-0.27,57RFaCrYz8
7,3,0,2,-3,3,-3,-3,2,2,1,-2,1.71,-1.33,-0.12,0,-0.11,-0.27,57RFaCrYz8
7,4,0,2,-2,3,-2,-2,2,2,2,-5,-1.29,-1.33,-0.12,0,-0.11,-0.27,57RFaCrYz8
7,5,0,-2,-3,3,-3,1,-2,1,-2,0,3.71,-1.33,-0.12,0,-0.11,-0.27,57RFaCrYz8
8,1,0,2,2,-3,2,-1,1,-1,-2,-3,-2.17,1.55,-0.12,0.17,-0.28,-0.27,57RFaCrYz8
8,1,0,1,1,1,-1,-2,-2,-1,1,-2,-1.17,1.55,-0.12,0.17,-0.28,-0.27,57RFaCrYz8
8,2,-1,2,-2,3,-2,-2,3,2,3,6,6.83,1.55,-0.12,-0.83,-0.28,-0.27,57RFaCrYz8
8,3,0,2,2,1,1,2,2,3,1,-2,-1.17,1.55,-0.12,0.17,-0.28,-0.27,57RFaCrYz8
8,3,0,1,-3,1,-1,-2,2,1,2,-3,-2.17,1.55,-0.12,0.17,-0.28,-0.27,57RFaCrYz8
8,5,0,1,-1,1,-1,-1,-2,2,2,-1,-0.17,1.55,-0.12,0.17,-0.28,-0.27,57RFaCrYz8
9,1,0,1,2,1,-1,2,-2,1,-2,-3,-1.86,1.24,-0.12,-0.14,0.03,-0.27,57RFaCrYz8
9,1,0,-1,1,-1,-3,1,3,1,-2,-4,-2.86,1.24,-0.12,-0.14,0.03,-0.27,57RFaCrYz8
9,2,0,1,2,-2,-2,1,-2,1,2,1,2.14,1.24,-0.12,-0.14,0.03,-0.27,57RFaCrYz8
9,3,1,1,-2,-2,-1,1,-1,-1,-1,-2,-0.86,1.24,-0.12,0.86,0.03,-0.27,57RFaCrYz8
9,3,0,1,-1,-2,-2,2,1,-1,-1,-3,-1.86,1.24,-0.12,-0.14,0.03,-0.27,57RFaCrYz8
9,4,0,-1,-1,-1,1,-1,-1,-1,1,1,2.14,1.24,-0.12,-0.14,0.03,-0.27,57RFaCrYz8
9,5,0,2,2,-1,-1,1,-1,1,-1,2,3.14,1.24,-0.12,-0.14,0.03,-0.27,57RFaCrYz8
1,1,-1,-3,-3,2,1,1,1,-2,-1,5,3.6,1.22,2.45,-1.2,-0.26,0.08,MZ06UO7fbC
1,2,1,1,2,2,1,1,2,1,2,4,2.6,1.22,2.45,0.8,-0.26,0.08,MZ06UO7fbC
1,3,0,1,-2,1,1,-1,2,1,2,-1,-2.4,1.22,2.45,-0.2,-0.26,0.08,MZ06UO7fbC
1,4,0,2,-1,2,-1,-2,1,1,2,0,-1.4,1.22,2.45,-0.2,-0.26,0.08,MZ06UO7fbC
1,5,1,1,2,2,-1,-1,2,1,2,-1,-2.4,1.22,2.45,0.8,-0.26,0.08,MZ06UO7fbC
2,1,1,1,1,1,1,-1,1,-1,2,0,0.2,-0.38,2.45,0.4,0.14,0.08,MZ06UO7fbC
2,2,0,1,1,-1,1,2,-1,-1,1,0,0.2,-0.38,2.45,-0.6,0.14,0.08,MZ06UO7fbC
2,3,1,1,-1,2,1,1,1,-1,1,0,0.2,-0.38,2.45,0.4,0.14,0.08,MZ06UO7fbC
2,4,0,2,1,1,1,1,1,1,2,3,3.2,-0.38,2.45,-0.6,0.14,0.08,MZ06UO7fbC
2,5,1,1,1,-1,-1,1,2,1,1,-4,-3.8,-0.38,2.45,0.4,0.14,0.08,MZ06UO7fbC
3,1,1,1,1,-1,1,-1,1,1,1,-3,-2.8,-0.38,2.45,0.2,0.34,0.08,MZ06UO7fbC
3,2,0,1,-1,-1,1,1,1,1,1,0,0.2,-0.38,2.45,-0.8,0.34,0.08,MZ06UO7fbC
3,3,1,1,1,-1,-1,1,-1,1,-1,0,0.2,-0.38,2.45,0.2,0.34,0.08,MZ06UO7fbC
3,4,1,1,-1,1,-1,2,1,1,1,0,0.2,-0.38,2.45,0.2,0.34,0.08,MZ06UO7fbC
3,5,1,-1,-1,1,-1,-1,-2,2,1,2,2.2,-0.38,2.45,0.2,0.34,0.08,MZ06UO7fbC
4,1,0,2,-1,-1,1,-1,-1,1,-1,1,3.4,-2.58,2.45,-0.8,0.34,0.08,MZ06UO7fbC
4,2,1,-1,-1,1,-1,1,1,1,1,-2,0.4,-2.58,2.45,0.2,0.34,0.08,MZ06UO7fbC
4,3,1,-2,-1,1,-1,1,1,-1,2,-4,-1.6,-2.58,2.45,0.2,0.34,0.08,MZ06UO7fbC
